Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-IP_01.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-IP_02.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-IP_03.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-MockIP_01.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-MockIP_02.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-MockIP_03.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-IP_01.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-IP_02.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-IP_03.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-MockIP_01.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-MockIP_02.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-MockIP_03.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-WCL_01.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-WCL_02.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-WCL_03.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-WCL_01.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-WCL_02.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-WCL_03.raw
Q91YR1	Q91YR1	TWF1_MOUSE	Twf1	Twinfilin-1	4.12351e+06	2.93305e+06	2.7642e+06	2.2871e+06	1.36838e+06	2.08777e+06	3.82278e+06	3.17139e+06	2.57004e+06	1.51659e+06	1.54814e+06	2.72332e+06	7.09515e+06	6.91035e+06	7.66879e+06	7.41175e+06	7.20557e+06	7.6286e+06
Q91YR1;Q9Z0P5;Q9Z0P5-2	Q9Z0P5;Q9Z0P5-2;Q91YR1	TWF1_MOUSE;TWF2_MOUSE	Twf1;Twf2	Twinfilin-1	1.16544e+06	597607	570079	839583		820392	1.87513e+06	518515	854209		350795	673086	2.28817e+06	1.63121e+06	1.33382e+06	2.90504e+06	314386	1.69415e+06
Q91YR5	Q91YR5	EFNMT_MOUSE	EEF1AKNMT	eEF1A lysine and N-terminal methyltransferase		271565									308451		994705	1.56888e+06	1.07158e+06	1.0778e+06	1.19013e+06	1.10632e+06
Q91YR7	Q91YR7	PRP6_MOUSE	Prpf6	Pre-mRNA-processing factor 6	9.36147e+06	3.68415e+06	2.22275e+06	1.46873e+07	1.09068e+07	3.97971e+06	9.15201e+06	3.79133e+06	2.17628e+06	1.66183e+07	1.09181e+07	4.02159e+06	1.61928e+07	1.63203e+07	1.51141e+07	1.64792e+07	1.658e+07	1.52178e+07
Q91YR9	Q91YR9	PTGR1_MOUSE	Ptgr1	Prostaglandin reductase 1													1.71834e+06	1.42876e+06	1.58047e+06	1.53492e+06	1.12628e+06	1.49771e+06
Q91YT0	Q91YT0	NDUV1_MOUSE	Ndufv1	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial	6.96299e+07	8.21034e+07	8.14914e+07	4.53316e+07	5.71795e+07	5.95654e+07	6.33418e+07	8.13945e+07	8.21967e+07	4.9442e+07	6.03615e+07	6.09338e+07	1.40448e+07	1.43471e+07	1.21465e+07	1.37012e+07	1.38542e+07	1.31174e+07
Q91YT2;Q91YT2-2	Q91YT2;Q91YT2-2	RN185_MOUSE	Rnf185	E3 ubiquitin-protein ligase RNF185	2.27817e+06	4.61135e+06	3.60382e+06	3.59914e+06	3.68286e+06	7.20972e+06	3.40469e+06	5.79104e+06	3.97155e+06	4.15409e+06	4.77551e+06	6.6833e+06	2.34976e+06	1.95147e+06	1.64838e+06	2.19641e+06	2.37666e+06	2.66653e+06
Q91YT7	Q91YT7	YTHD2_MOUSE	Ythdf2	YTH domain-containing family protein 2	1.27159e+06	930133	884339	792532	675228	868365	832968	640296	774591	885677	765144	810053	2.79077e+06	2.56579e+06	2.89333e+06	2.42446e+06	2.42653e+06	2.76099e+06
Q91YT8	Q91YT8	CSCL1_MOUSE	Tmem63a	CSC1-like protein 1	8.69788e+06	4.33214e+06	3.92306e+06	1.94805e+06	509861	1.38405e+06	8.35538e+06	4.39228e+06	4.08778e+06	1.71568e+06	1.19119e+06	1.41177e+06	1.142e+06	1.07197e+06	1.30236e+06	1.21515e+06	1.06803e+06	1.11746e+06
Q91YU6	Q91YU6	LZTS2_MOUSE	Lzts2	Leucine zipper putative tumor suppressor 2	2.64794e+06	2.08122e+06	3.19995e+06	1.59347e+06	2.23008e+06	2.90335e+06	2.94855e+06	2.45777e+06	3.04424e+06	3.69412e+06	2.38775e+06	2.92005e+06	1.29943e+06	1.05227e+06	1.09974e+06	1.38569e+06	1.82548e+06	908984
Q91YU8	Q91YU8	SSF1_MOUSE	Ppan	Suppressor of SWI4 1 homolog	4.53977e+06	1.96859e+06	981799	6.77213e+06	4.30672e+06	1.79594e+06	3.80622e+06	1.68011e+06	846274	5.12773e+06	3.91178e+06	2.07584e+06	9.35923e+06	9.14176e+06	8.89575e+06	8.59618e+06	8.73674e+06	8.49274e+06
Q91YW3	Q91YW3	DNJC3_MOUSE	Dnajc3	DnaJ homolog subfamily C member 3	1.51284e+07	1.73289e+07	1.50231e+07	1.04979e+07	1.25872e+07	1.4999e+07	1.56848e+07	1.52759e+07	1.53864e+07	1.37206e+07	1.19952e+07	1.33632e+07	1.47814e+07	1.47407e+07	1.48545e+07	1.39505e+07	1.60216e+07	1.43524e+07
Q91YX5	Q91YX5	LGAT1_MOUSE	Lpgat1	Acyl-CoA:lysophosphatidylglycerol acyltransferase 1	3.03804e+06	3.72425e+06	2.6401e+06	4.14395e+06	8.54855e+06	8.4764e+06	2.55625e+06	3.24407e+06	2.15299e+06	5.55827e+06	7.66518e+06	7.00912e+06	1.41954e+06	1.95418e+06	1.32339e+06	1.64894e+06	1.33154e+06	1.81432e+06
Q91YY4	Q91YY4	ATPF2_MOUSE	Atpaf2	ATP synthase mitochondrial F1 complex assembly factor 2	7.17772e+06	8.09682e+06	8.58047e+06	2.74103e+06	5.16543e+06	6.24685e+06	6.79181e+06	9.87147e+06	8.82923e+06	5.58004e+06	6.21398e+06	7.27302e+06	1.56574e+06	1.36436e+06	1.61265e+06	1.4368e+06	1.27187e+06	1.95189e+06
Q91Z22	Q91Z22	PORIM_MOUSE	Tmem123	Porimin	2.60967e+06	1.52791e+06	1.68349e+06	2.80801e+06		778051	1.88859e+06	1.48947e+06	1.65491e+06	2.75342e+06	723240	1.41791e+06	1.18984e+06	1.34669e+06	1.62042e+06	1.17955e+06	1.63007e+06	1.32617e+06
Q91Z31;Q91Z31-2	Q91Z31;Q91Z31-2	PTBP2_MOUSE	Ptbp2	Polypyrimidine tract-binding protein 2	5.76783e+07	3.43269e+07	2.16553e+07	1.30493e+08	7.38483e+07	3.48264e+07	5.11634e+07	3.55504e+07	1.81362e+07	1.10315e+08	7.42782e+07	4.33428e+07	1.43936e+08	1.68036e+08	1.62601e+08	1.58389e+08	1.79195e+08	1.70321e+08
Q91Z38	Q91Z38	TTC1_MOUSE	Ttc1	Tetratricopeptide repeat protein 1	264145	320394	176653	742540	396280	171291	236452	372383	346277	1.08916e+06	450622	357834	806211	584275	755501	616093	644465	761363
Q91Z49	Q91Z49;Q91Z49-2;Q91Z49-3	UIF_MOUSE	Fyttd1	UAP56-interacting factor	1.2479e+06	1.42837e+06	646539	1.23682e+06	864082	811371	1.63808e+06	569577	763720	1.06996e+06	1.21415e+06		4.46803e+06	5.54418e+06	6.03589e+06	4.56455e+06	5.65012e+06	3.97934e+06
Q91Z53	Q91Z53	GRHPR_MOUSE	Grhpr	Glyoxylate reductase/hydroxypyruvate reductase	6.84072e+06	7.11729e+06	6.88225e+06	5.67422e+06	7.13006e+06	6.67173e+06	5.77516e+06	7.29986e+06	6.94197e+06	4.76256e+06	6.62772e+06	7.1283e+06	3.98453e+06	3.98621e+06	3.87972e+06	4.19785e+06	3.20515e+06	3.49644e+06
Q91Z92	Q91Z92	B3GT6_MOUSE	B3galt6	Beta-1,3-galactosyltransferase 6	2.77336e+07	1.20387e+07	1.05865e+07	1.07896e+07	8.58903e+06	4.58234e+06	2.7914e+07	1.00301e+07	7.84458e+06	1.19184e+07	6.58653e+06	6.94481e+06	5.41132e+06	6.02555e+06	4.76082e+06	4.72509e+06	4.71016e+06	4.48152e+06
Q91Z96	Q91Z96;Q91Z96-2	BMP2K_MOUSE	Bmp2k	BMP-2-inducible protein kinase	4.8135e+06	3.72648e+06	4.91425e+06	2.81477e+06	217896	1.54693e+06	2.76135e+06	3.77654e+06	4.7242e+06	3.70682e+06	2.31332e+06	2.06035e+06	3.71335e+06	3.28655e+06	4.50683e+06	3.42319e+06	4.33858e+06	3.31426e+06
Q91ZA3	Q91ZA3	PCCA_MOUSE	Pcca	Propionyl-CoA carboxylase alpha chain, mitochondrial	1.14435e+07	1.32389e+07	1.27921e+07	7.94668e+06	9.6408e+06	1.02058e+07	1.05614e+07	1.23617e+07	1.23174e+07	8.10813e+06	9.59117e+06	1.01071e+07	2.25702e+06	1.76439e+06	1.85467e+06	1.60751e+06	1.42243e+06	1.72991e+06
Q91ZE0	Q91ZE0	TMLH_MOUSE	Tmlhe	Trimethyllysine dioxygenase, mitochondrial	6.22378e+06	7.37224e+06	6.82592e+06	1.94631e+07	2.09724e+07	2.21895e+07	4.29999e+06	6.9089e+06	7.04149e+06	1.88446e+07	2.02756e+07	2.16433e+07	1.54365e+06	1.79612e+06	2.02855e+06	2.74504e+06	2.06831e+06	1.0447e+06
Q91ZJ5;Q91ZJ5-2	Q91ZJ5;Q91ZJ5-2	UGPA_MOUSE	Ugp2	UTP--glucose-1-phosphate uridylyltransferase	500940			679720					144872	809642			3.49424e+06	3.19381e+06	3.96728e+06	3.88528e+06	3.17384e+06	3.785e+06
Q91ZM2;Q91ZM2-2;Q91ZM2-3;Q91ZM2-4;Q91ZM2-5;Q91ZM2-6	Q91ZM2;Q91ZM2-2;Q91ZM2-3;Q91ZM2-4;Q91ZM2-5;Q91ZM2-6	SH2B1_MOUSE	Sh2b1	SH2B adapter protein 1	281611	102916	104242	342877	368616	60770.1		80700.9	63691.4	691259	225514	96483.2	223730	267338	365967	368069	287524	324979
Q91ZN5;Q91ZN5-2	Q91ZN5;Q91ZN5-2	S35B2_MOUSE	Slc35b2	Adenosine 3'-phospho 5'-phosphosulfate transporter 1	2.21265e+07	8.93313e+06	7.09306e+06	8.67133e+06	4.62996e+06	4.59414e+06	1.77948e+07	8.75244e+06	6.17852e+06	7.26765e+06	3.9825e+06	3.20462e+06	4.10156e+06	3.51301e+06	4.17187e+06	4.73853e+06	4.39237e+06	4.42426e+06
Q91ZP6	Q91ZP6	NFIP2_MOUSE	Ndfip2	NEDD4 family-interacting protein 2 (Fragment)	2.17116e+06	1.80149e+06	942241		407028	554421	3.23885e+06	2.07282e+06	1.44187e+06	363578	411646	375601						
Q91ZR1	Q91ZR1	RAB4B_MOUSE	Rab4b	Ras-related protein Rab-4B	2.17469e+07	1.49421e+07	1.53007e+07	1.21505e+07	1.07509e+07	1.04778e+07	2.61029e+07	1.63176e+07	1.46552e+07	1.35521e+07	1.22982e+07	1.15606e+07	9.13856e+06	9.68521e+06	1.02394e+07	1.06885e+07	7.287e+06	9.95286e+06
Q91ZR2	Q91ZR2	SNX18_MOUSE	Snx18	Sorting nexin-18	501893	266503	217919					327450	192223				1.17661e+06	1.13901e+06	1.13663e+06	1.27709e+06	1.2425e+06	1.30213e+06
Q91ZS8;Q91ZS8-2;Q91ZS8-3;Q91ZS8-4;Q91ZS8-5;Q91ZS8-6	Q91ZS8;Q91ZS8-2;Q91ZS8-3;Q91ZS8-4;Q91ZS8-5;Q91ZS8-6	RED1_MOUSE	Adarb1	Double-stranded RNA-specific editase 1	1.0006e+06	843872	1.00301e+06	1.13918e+06	713642	389022	2.14668e+06	872267	653888	1.06429e+06	1.32523e+06	447233	3.19593e+06	3.55979e+06	3.29816e+06	3.36375e+06	3.74901e+06	3.42265e+06
Q91ZU1	Q91ZU1	ASB6_MOUSE	Asb6	Ankyrin repeat and SOCS box protein 6			5.0159e+06	6.07876e+06	2.53854e+06	4.17805e+06	4.35835e+06	4.95648e+06	4.7612e+06	5.13973e+06	2.87229e+06	4.10165e+06	763737		550074	451193		606321
Q91ZU6-3	Q91ZU6;Q91ZU6-2;Q91ZU6-3;Q91ZU6-4	DYST_MOUSE	Dst	Isoform 3 of Dystonin	5.21759e+06	3.78374e+06	4.25876e+06	2.3771e+06	2.03528e+06	1.81398e+06	4.5437e+06	3.54065e+06	4.22676e+06	2.84448e+06	2.0376e+06	1.76134e+06	3.30028e+06	3.17656e+06	3.02219e+06	3.04046e+06	3.23844e+06	3.15742e+06
Q91ZU6-3;Q91ZU6-5	Q91ZU6;Q91ZU6-2;Q91ZU6-3;Q91ZU6-4;Q91ZU6-5	DYST_MOUSE	Dst	Isoform 3 of Dystonin	2.51477e+06	1.79529e+06	1.64731e+06	519357	948333	711961	2.09452e+06	1.82771e+06	1.84246e+06	484286	909112	274444	1.8383e+06	1.72573e+06	2.08446e+06	1.81899e+06	1.43906e+06	1.9962e+06
Q91ZU6-3;Q91ZU6-6	Q91ZU6;Q91ZU6-2;Q91ZU6-3;Q91ZU6-4;Q91ZU6-6	DYST_MOUSE	Dst	Isoform 3 of Dystonin	1.67241e+06	986651	901327	176943	327173	155744	1.2049e+06	1.0602e+06	926095	594221		774344	835521	641455	821279	803884	693433	680562
Q91ZU6-3;Q9QXZ0	Q9QXZ0;Q9QXZ0-2;Q9QXZ0-3;Q9QXZ0-4;Q91ZU6;Q91ZU6-2;Q91ZU6-3;Q91ZU6-4	DYST_MOUSE;MACF1_MOUSE	Dst;Macf1	Isoform 3 of Dystonin		104263	76240.8		154364			95006.5							67936.3			
Q91ZU6-6	Q91ZU6-6	DYST_MOUSE	Dst	Isoform 6 of Dystonin	1.44874e+06	1.81135e+06	1.0229e+06	863608	1.12912e+06	776754	2.84944e+06	1.02779e+06	673020	1.28364e+06	236887	659545	1.04583e+06	1.24455e+06	785694	996277	602541	977994
Q91ZV0;Q91ZV0-3	Q91ZV0;Q91ZV0-3	MIA2_MOUSE	Mia2	Melanoma inhibitory activity protein 2	3.32736e+06	4.49388e+06	4.58006e+06	5.12467e+06	7.28444e+06	8.81742e+06	3.38714e+06	4.72178e+06	4.42117e+06	5.52253e+06	7.58303e+06	8.81743e+06	2.04104e+06	2.61069e+06	1.8847e+06	2.18531e+06	2.41281e+06	2.15229e+06
Q91ZV3	Q91ZV3	DCBD2_MOUSE	Dcbld2	Discoidin, CUB and LCCL domain-containing protein 2	1.00512e+06	215323	406433	599222		472543	591446	408229	433561	462355	425509	370870	331461	390336	302940	272113	329407	374034
Q91ZV8	Q91ZV8	AGRA2_MOUSE	Adgra2	Adhesion G protein-coupled receptor A2	636947	548312	732012	2.12651e+06	1.75168e+06	809456	261028	501241	467873	1.79938e+06	1.35052e+06	944280	570219	908454	888968	1.45094e+06	148791	691528
Q91ZW2	Q91ZW2	OFUT1_MOUSE	Pofut1	GDP-fucose protein O-fucosyltransferase 1	2.79283e+06	3.59994e+06	3.53953e+06	4.51483e+06	7.39514e+06	7.61224e+06	2.30981e+06	3.61422e+06	2.92643e+06	5.04018e+06	5.98549e+06	7.6837e+06	5.01481e+06	6.11248e+06	5.49233e+06	5.76289e+06	6.38096e+06	5.75909e+06
Q91ZW3	Q91ZW3;Q6PGB8;Q6PGB8-2	SMCA5_MOUSE	Smarca5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	2.16205e+07	1.09273e+07	7.00925e+06	3.17106e+07	2.65856e+07	1.13758e+07	2.00731e+07	1.01697e+07	6.74464e+06	3.0975e+07	2.48817e+07	1.03716e+07	3.13742e+07	3.35071e+07	3.04678e+07	3.17319e+07	3.3425e+07	2.95018e+07
Q91ZX6;Q91ZX6-2;Q91ZX6-3	Q91ZX6;Q91ZX6-2;Q91ZX6-3	SENP2_MOUSE	Senp2	Sentrin-specific protease 2				1.30451e+06	747505					902429	1.04587e+06	120314		218536	115925			218526
Q91ZX7	Q91ZX7	LRP1_MOUSE	Lrp1	Prolow-density lipoprotein receptor-related protein 1	7.03585e+07	4.81209e+07	5.15457e+07	4.01345e+07	3.56966e+07	3.90406e+07	6.03918e+07	4.69108e+07	4.98853e+07	4.16225e+07	3.52956e+07	3.68473e+07	2.28812e+07	2.32771e+07	2.08838e+07	2.28947e+07	2.30029e+07	2.07908e+07
Q91ZX7;Q9JI18	Q91ZX7;Q9JI18	LRP1B_MOUSE;LRP1_MOUSE	Lrp1;Lrp1b	Prolow-density lipoprotein receptor-related protein 1	1.78863e+07	1.19079e+07	1.22813e+07	9.7767e+06	1.07685e+07	1.0911e+07	1.30878e+07	1.22002e+07	1.25289e+07	9.09995e+06	1.04215e+07	8.90318e+06	5.43386e+06	4.84611e+06	4.792e+06	4.73661e+06	4.62374e+06	4.41444e+06
Q920A5	Q920A5	RISC_MOUSE	Scpep1	Retinoid-inducible serine carboxypeptidase	1.57002e+08	7.33709e+07	6.04952e+07	3.68917e+06	3.43726e+06	4.09374e+06	1.38383e+08	7.0668e+07	6.08372e+07	3.67073e+06	3.72446e+06	4.48524e+06	8.89719e+06	8.18497e+06	7.43594e+06	8.44167e+06	8.39514e+06	7.22674e+06
Q920A7	Q920A7	AFG31_MOUSE	Afg3l1	AFG3-like protein 1	2.98979e+07	3.55207e+07	3.4599e+07	3.28901e+07	3.80481e+07	4.0862e+07	2.68571e+07	3.41051e+07	3.46794e+07	3.29029e+07	3.77208e+07	3.97948e+07	6.8038e+06	5.8579e+06	5.56022e+06	6.23217e+06	6.07792e+06	5.50999e+06
Q920B9	Q920B9	SP16H_MOUSE	Supt16h	FACT complex subunit SPT16	1.45853e+07	7.23122e+06	5.11699e+06	1.186e+07	9.72331e+06	5.28496e+06	1.58735e+07	7.95704e+06	5.2859e+06	1.1707e+07	1.06125e+07	5.29298e+06	1.90149e+07	1.75521e+07	1.77103e+07	1.94891e+07	1.74927e+07	1.76975e+07
Q920E5	Q920E5	FPPS_MOUSE	Fdps	Farnesyl pyrophosphate synthase	1.94344e+06	2.09552e+06	2.19855e+06	941240	848633	1.01938e+06	2.12837e+06	2.42401e+06	2.15943e+06	1.02568e+06	1.16824e+06	1.14582e+06	7.06928e+06	6.29992e+06	7.30083e+06	6.98089e+06	6.21792e+06	6.84379e+06
Q920G8	Q920G8;Q920G8-2	MFRN1_MOUSE	Slc25a37	Mitoferrin-1	3.20717e+06	3.37775e+06	3.05279e+06	1.77792e+06	1.68182e+06	1.66699e+06	2.62859e+06	3.10799e+06	2.90765e+06	1.42741e+06	1.579e+06	1.19498e+06	706014	450045	515732	546881	762127	1.0176e+06
Q920G9	Q920G9	GMCL1_MOUSE	Gmcl1	Germ cell-less protein-like 1		312496	135407	177239		186840				429647	215991		568517	859118	596266	660582	649794	592013
Q920L1	Q920L1	FADS1_MOUSE	Fads1	Acyl-CoA (8-3)-desaturase	1.19064e+07	1.35322e+07	1.20949e+07	6.23333e+06	7.49473e+06	8.91859e+06	8.1904e+06	1.31279e+07	1.07154e+07	7.06617e+06	8.8295e+06	8.88097e+06	1.04708e+07	1.15523e+07	1.05841e+07	1.00597e+07	1.17238e+07	1.04821e+07
Q920L1;Q9Z0R9	Q920L1;Q9Z0R9	FADS1_MOUSE;FADS2_MOUSE	Fads1;Fads2	Acyl-CoA (8-3)-desaturase	2.6292e+06	2.37777e+06	1.91406e+06	1.15999e+06	1.33937e+06	1.10415e+06	2.91459e+06	2.16274e+06	1.97312e+06	863649	1.70717e+06	918755	1.64502e+06	1.96794e+06			1.73839e+06	
Q920P5	Q920P5;Q920P5-2	KAD5_MOUSE	Ak5	Adenylate kinase isoenzyme 5													2.55949e+06	2.21393e+06	2.47442e+06	2.62203e+06	1.93676e+06	2.10813e+06
Q920Q2	Q920Q2	REV1_MOUSE	Rev1	DNA repair protein REV1									209762									
Q920Q4	Q920Q4;Q920Q4-2	VPS16_MOUSE	Vps16	Vacuolar protein sorting-associated protein 16 homolog	7.60877e+06	2.73147e+06	2.89882e+06	1.32993e+06	2.06206e+06	1.86989e+06	5.43976e+06	2.84197e+06	2.88499e+06	2.0401e+06	2.57819e+06	1.83227e+06	1.88098e+06	2.30835e+06	2.09753e+06	2.56852e+06	2.36437e+06	1.92313e+06
Q920Q6;Q920Q6-2;Q920Q6-3	Q920Q6;Q920Q6-2;Q920Q6-3	MSI2H_MOUSE	Msi2	RNA-binding protein Musashi homolog 2	1.39118e+06	579761	880626	1.69772e+06		588548		822800		1.84812e+06	684439	565366	1.5232e+06	1.53289e+06	1.89209e+06	1.67099e+06	1.60435e+06	1.25913e+06
Q920Q8;Q920Q8-3;Q920Q8-4	Q920Q8;Q920Q8-3;Q920Q8-4	NS1BP_MOUSE	Ivns1abp	Influenza virus NS1A-binding protein homolog													646441	373913	462226	621238	469074	556559
Q920S3	Q920S3;Q920S3-2	GATD1_MOUSE	Gatad1	GATA zinc finger domain-containing protein 1	533485				219845		360791				57818.6		252169	276159	223455	247978	275008	285315
Q920V1	Q920V1	B3GL1_MOUSE	B3galnt1	UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1	3.58196e+06	1.80614e+06	1.3522e+06	97150.4	412808	425869	3.56527e+06	1.99064e+06	1.61267e+06	605380	211006	329059	1.08343e+06	1.0902e+06	1.03362e+06	1.13923e+06	1.28815e+06	1.08763e+06
Q921C5;Q921C5-2	Q921C5;Q921C5-2	BICD2_MOUSE	Bicd2	Protein bicaudal D homolog 2	969750	674654	593677	451665	323655	255508	723745	506689	505635	891733	396809	384377	1.24578e+06	1.42649e+06	1.41444e+06	1.35258e+06	1.36748e+06	1.45059e+06
Q921D4	Q921D4	MED6_MOUSE	Med6	Mediator of RNA polymerase II transcription subunit 6	412148	17420.3		1.55557e+06	855710	212235	284342			1.15301e+06	876257	163803	644707	755054	638703	633602	703190	485972
Q921E2	Q921E2	RAB31_MOUSE	Rab31	Ras-related protein Rab-31	4.59037e+06	3.4939e+06	3.05922e+06	3.08416e+06	3.12011e+06	2.87106e+06	4.22915e+06	3.61765e+06	3.21229e+06	3.56062e+06	3.60249e+06	3.23786e+06	1.54184e+06	1.45267e+06	1.20328e+06	1.63017e+06	1.47941e+06	1.47789e+06
Q921E6;Q921E6-2	Q921E6;Q921E6-2;Q921E6-3	EED_MOUSE	Eed	Polycomb protein EED	5.32938e+06	1.15984e+06	925979	3.84256e+06	3.86287e+06	1.32784e+06	4.72374e+06	1.43163e+06	969344	4.67311e+06	4.28052e+06	1.35508e+06	5.91543e+06	6.07123e+06	5.96953e+06	6.13688e+06	5.98815e+06	5.92697e+06
Q921F2	Q921F2	TADBP_MOUSE	Tardbp	TAR DNA-binding protein 43	2.25053e+07	1.26312e+07	7.32384e+06	2.86219e+07	2.49516e+07	1.3604e+07	1.89857e+07	1.28361e+07	7.15332e+06	3.07794e+07	2.48546e+07	1.30702e+07	4.75542e+07	4.86842e+07	4.54298e+07	4.76214e+07	5.00778e+07	4.6605e+07
Q921F4	Q921F4;Q921F4-4	HNRLL_MOUSE	Hnrnpll	Heterogeneous nuclear ribonucleoprotein L-like	5.98936e+06	2.9933e+06	1.82353e+06	5.77311e+06	4.64108e+06	2.81538e+06	3.69426e+06	3.03332e+06	1.91453e+06	6.2327e+06	4.29637e+06	2.38182e+06	1.67189e+07	1.53363e+07	1.65824e+07	1.67822e+07	1.57091e+07	1.62667e+07
Q921G6	Q921G6	LRCH4_MOUSE	Lrch4	Leucine-rich repeat and calponin homology domain-containing protein 4	661973	446665	412030	768201	685467	499710	889057						979960	1.29638e+06	1.20665e+06	1.11481e+06	1.16636e+06	1.18112e+06
Q921G7	Q921G7	ETFD_MOUSE	Etfdh	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial	3.91145e+07	4.44796e+07	4.51105e+07	2.93181e+07	3.51046e+07	3.83941e+07	3.60942e+07	4.42182e+07	4.54891e+07	2.90874e+07	3.5119e+07	3.71619e+07	8.52424e+06	8.20274e+06	8.31094e+06	8.69137e+06	8.65914e+06	8.09964e+06
Q921G8	Q921G8	GCP2_MOUSE	Tubgcp2	Gamma-tubulin complex component 2	3.68484e+06	1.9213e+06	1.77127e+06	1.08864e+07	6.19585e+06	2.55397e+06	3.23109e+06	1.87816e+06	1.64417e+06	1.07468e+07	6.01712e+06	2.53934e+06	1.40646e+06	954628	1.14557e+06	1.43877e+06	977192	1.23827e+06
Q921H8	Q921H8;Q8VCH0	THIKA_MOUSE	Acaa1a	3-ketoacyl-CoA thiolase A, peroxisomal	1.87333e+07	2.11098e+07	1.77814e+07	2.40716e+07	3.16917e+07	3.93329e+07	1.54349e+07	1.98955e+07	1.61198e+07	2.8402e+07	3.23224e+07	3.81195e+07	1.58264e+07	1.72387e+07	1.39957e+07	1.50946e+07	1.65192e+07	1.32345e+07
Q921H9	Q921H9	COA7_MOUSE	Coa7	Cytochrome c oxidase assembly factor 7	2.34032e+07	2.30728e+07	2.63426e+07	2.41169e+07	3.07236e+07	3.31054e+07	1.87151e+07	2.10062e+07	2.46383e+07	2.02715e+07	3.0643e+07	3.11374e+07	5.09824e+06	5.17938e+06	4.58522e+06	4.75663e+06	4.80735e+06	4.92602e+06
Q921I0	Q921I0	ORML1_MOUSE	Ormdl1	ORM1-like protein 1	2.57583e+06	2.31747e+06	2.00493e+06	2.82407e+06	3.70581e+06	3.86451e+06	1.61293e+06	2.31288e+06	2.02638e+06	3.88191e+06	3.58725e+06	3.7634e+06	2.01685e+06					
Q921I1	Q921I1	TRFE_MOUSE	Tf	Serotransferrin	5.34708e+06	2.64967e+06	2.3857e+06	1.89063e+06	2.06479e+06	1.9489e+06	3.653e+06	2.46443e+06	2.3122e+06	2.76997e+06	1.52144e+06	1.75e+06	1.11547e+06	859864	895788	1.056e+06	1.07955e+06	1.0257e+06
Q921I2	Q921I2	KLDC4_MOUSE	Klhdc4	Kelch domain-containing protein 4	2.60449e+06	584591	337054	1.49023e+06	914997	411751	1.19039e+06	362083	439604	1.72217e+06	929802	464488	2.27855e+06	1.67623e+06	1.60626e+06	1.92063e+06	1.64615e+06	1.66412e+06
Q921I6	Q921I6	SH3B4_MOUSE	Sh3bp4	SH3 domain-binding protein 4	3.50441e+06	2.4059e+06	3.02392e+06	2.70298e+06	778080	1.13661e+06	2.77027e+06	2.05549e+06	3.17436e+06	1.13215e+06	1.34482e+06	967655	3.16982e+06	3.53129e+06	2.91399e+06	3.08149e+06	3.16259e+06	3.10078e+06
